Part Number,ABC Class,Sales Date,Sales Quantity,Unit Cost,Unit Price,Marketing Spent,Discount Flag
Part_13686852,C,20140731,337,1.05,4.38,23,1
Part_13686852,C,20140831,417,1.05,4.38,29,1
Part_13686852,C,20140930,359,0.95,5.52,30,0
Part_13686852,C,20141031,358,1.05,5.48,32,0
Part_13686852,C,20141130,334,1.05,5.74,60,0
Part_13686852,C,20141231,497,1.05,5.51,90,0
Part_13686852,C,20150131,372,0.95,5.83,66,0
Part_13686852,C,20150228,360,1.05,4.48,24,1
Part_13686852,C,20150331,362,0.95,5.83,32,0
Part_13686852,C,20150430,436,1.05,5.93,84,0
Part_12424209,A,20120131,3422,1.11,3.3,396,0
Part_12424209,A,20120229,3175,1.11,2.5,140,1
Part_12424209,A,20120331,4859,1.11,3.27,276,0
Part_12424209,A,20120430,3864,1.11,3.12,414,0
Part_12424209,A,20120531,5833,1.11,3.12,618,0
Part_12424209,A,20120630,5411,1.11,3.12,576,0
Part_12424209,A,20120731,3079,1.11,2.5,135,1
Part_12424209,A,20120831,6008,1.11,2.5,260,1
Part_12424209,A,20120930,5179,1.11,3.43,309,0
Part_12424209,A,20121031,4968,1.11,3.12,270,0
Part_12424209,A,20121130,4704,1,3.12,504,0
Part_12424209,A,20121231,4064,1.11,3.12,444,0
Part_12424209,A,20130131,3542,1.11,3.12,375,0
Part_12424209,A,20130228,4502,1.11,2.61,200,1
Part_12424209,A,20130331,4947,1.11,3.12,270,0
Part_12424209,A,20130430,4742,1.11,3.33,555,0
Part_12424209,A,20130531,5970,1.11,3.23,660,0
Part_12424209,A,20130630,5699,1.11,3.12,609,0
Part_12424209,A,20130731,5159,1.11,2.5,227,1
Part_12424209,A,20130831,5070,1,2.5,221,1
Part_12424209,A,20130930,4642,1.11,3.42,278,0
Part_12424209,A,20131031,6588,1.11,3.12,353,0
Part_12424209,A,20131130,3953,1,3.12,423,0
Part_12424209,A,20131231,3326,1.11,3.12,363,0
Part_12424209,A,20140131,3479,1,3.12,369,0
Part_12424209,A,20140228,4159,1,2.5,183,1
Part_12424209,A,20140331,5577,1.11,3.12,296,0
Part_12424209,A,20140430,5248,1,3.12,570,0
Part_12424209,A,20140531,8056,1.11,3.12,864,0
Part_12424209,A,20140630,4480,1.11,3.12,480,0
Part_12424209,A,20140731,5667,1.11,2.67,257,1
Part_12424209,A,20140831,4786,1.11,2.5,206,1
Part_12424209,A,20140930,4933,1.11,3.12,266,0
Part_12424209,A,20141031,5858,1.11,3.12,318,0
Part_12424209,A,20141130,4451,1.11,3.17,489,0
Part_12424209,A,20141231,3191,1.11,3.12,342,0
Part_12424209,A,20150131,4256,1.11,2.5,369,1
Part_12424209,A,20150228,5822,1.11,2.5,255,1
Part_12424209,A,20150331,4939,1.11,3.4,293,0
Part_12424209,A,20150430,4852,1.11,3.12,519,0
Part_14535322,C,20120131,289,2.03,6.38,90,0
Part_14535322,C,20120229,206,2.26,5.1,26,1
Part_14535322,C,20120331,214,2.26,5.1,26,1
Part_14535322,C,20120430,229,2.26,6.73,78,0
Part_14535322,C,20120531,200,2.26,6.89,69,0
Part_14535322,C,20120630,226,2.26,6.88,78,0
Part_14535322,C,20120731,255,2.26,5.1,30,1
Part_14535322,C,20120831,187,2.26,5.1,24,1
Part_14535322,C,20120930,255,2.26,6.9,42,0
Part_14535322,C,20121031,260,2.26,6.38,42,0
Part_14535322,C,20121130,278,2.26,6.38,87,0
Part_14535322,C,20121231,229,2.26,6.38,72,0
Part_14535322,C,20130131,282,2.26,6.55,90,0
Part_14535322,C,20130228,144,2.26,5.42,18,1
Part_14535322,C,20130331,231,2.26,6.38,38,0
Part_14535322,C,20130430,275,2.26,6.38,84,0
Part_14535322,C,20130531,237,2.26,6.38,75,0
Part_14535322,C,20130630,253,2.26,6.38,81,0
Part_14535322,C,20130731,298,2.26,5.1,38,1
Part_14535322,C,20130831,226,2.26,5.2,29,1
Part_14535322,C,20130930,285,2.26,5.1,38,1
Part_14535322,C,20131031,288,2.26,6.38,44,0
Part_14535322,C,20131130,294,2.26,6.38,93,0
Part_14535322,C,20131231,345,2.26,5.1,90,1
Part_14535322,C,20140131,288,2.26,5.2,75,1
Part_14535322,C,20140228,268,2.26,5.1,35,1
Part_14535322,C,20140331,312,2.26,5.1,39,1
Part_14535322,C,20140430,247,2.26,6.38,75,0
Part_14535322,C,20140531,211,2.26,6.38,66,0
Part_14535322,C,20140630,353,2.26,6.57,114,0
Part_14535322,C,20140731,393,2.03,5.1,48,1
Part_14535322,C,20140831,291,2.26,5.1,38,1
Part_14535322,C,20140930,302,2.26,6.9,51,0
Part_14535322,C,20141031,324,2.03,5.58,45,1
Part_14535322,C,20141130,354,2.26,6.38,108,0
Part_14535322,C,20141231,336,2.26,5.53,93,1
Part_14535322,C,20150131,301,2.26,6.38,93,0
Part_14535322,C,20150228,249,2.26,5.1,32,1
Part_14535322,C,20150331,334,2.26,6.38,54,0
Part_14535322,C,20150430,363,2.26,6.38,114,0
Part_13686833,B,20120131,1046,1.2,3.32,102,0
Part_13686833,B,20120229,1443,1.2,2.66,57,1
Part_13686833,B,20120331,1337,1.2,3.38,69,0
Part_13686833,B,20120430,1847,1.2,3.37,192,0
Part_13686833,B,20120531,1208,1.08,3.61,126,0
Part_13686833,B,20120630,1205,1.2,3.63,126,0
Part_13686833,B,20120731,1390,1.08,2.66,56,1
Part_13686833,B,20120831,1457,1.2,2.73,57,1
Part_13686833,B,20120930,1132,1.2,3.32,59,0
Part_13686833,B,20121031,1667,1.2,2.66,69,1
Part_13686833,B,20121130,1622,1.2,3.32,162,0
Part_13686833,B,20121231,1757,1.2,3.32,180,0
Part_13686833,B,20130131,1347,1.2,3.38,138,0
Part_13686833,B,20130228,1096,1.08,2.66,42,1
Part_13686833,B,20130331,1336,1.2,3.32,68,0
Part_13686833,B,20130430,1583,1.2,3.38,162,0
Part_13686833,B,20130531,876,1.2,2.66,66,1
Part_13686833,B,20130630,1140,1.2,3.32,111,0
Part_13686833,B,20130731,1303,1.08,2.66,53,1
Part_13686833,B,20130831,1163,1.2,2.66,48,1
Part_13686833,B,20130930,1076,1.2,3.55,57,0
Part_13686833,B,20131031,1295,1.2,3.41,68,0
Part_13686833,B,20131130,1417,1.2,3.32,141,0
Part_13686833,B,20131231,1951,1.08,3.32,192,0
Part_13686833,B,20140131,1239,1.2,3.32,123,0
Part_13686833,B,20140228,971,1.2,2.66,38,1
Part_13686833,B,20140331,1652,1.2,3.32,83,0
Part_13686833,B,20140430,1160,1.2,3.32,120,0
Part_13686833,B,20140531,1161,1.2,3.32,117,0
Part_13686833,B,20140630,905,1.2,3.32,93,0
Part_13686833,B,20140731,1258,1.2,2.66,51,1
Part_13686833,B,20140831,1254,1.2,2.66,50,1
Part_13686833,B,20140930,1167,1.2,3.32,56,0
Part_13686833,B,20141031,1431,1.2,3.32,71,0
Part_13686833,B,20141130,1427,1.2,3.32,144,0
Part_13686833,B,20141231,1942,1.08,3.32,198,0
Part_13686833,B,20150131,1396,1.08,3.32,138,0
Part_13686833,B,20150228,1268,1.2,2.76,54,1
Part_13686833,B,20150331,1312,1.2,3.32,66,0
Part_13686833,B,20150430,1888,1.2,3.32,192,0
Part_12040447,B,20120131,2759,1.15,5.59,531,0
Part_12040447,B,20120229,1338,1.15,4.18,98,1
Part_12040447,B,20120331,1370,1.03,4.18,101,1
Part_12040447,B,20120430,1565,1.15,5.5,303,0
Part_12040447,B,20120531,1879,1.15,4.18,267,1
Part_12040447,B,20120630,1805,1.15,5.23,330,0
Part_12040447,B,20120731,1320,1.15,4.36,99,1
Part_12040447,B,20120831,1920,1.15,4.18,135,1
Part_12040447,B,20120930,1555,1.15,5.6,149,0
Part_12040447,B,20121031,1330,1.15,5.37,122,0
Part_12040447,B,20121130,1711,1.15,5.23,309,0
Part_12040447,B,20121231,1429,1.15,5.56,282,0
Part_12040447,B,20130131,2367,1.15,5.23,423,0
Part_12040447,B,20130228,3721,1.15,4.18,266,1
Part_12040447,B,20130331,625,1.15,5.23,57,0
Part_12040447,B,20130430,872,1.03,5.33,162,0
Part_12040447,B,20130531,938,1.15,5.5,180,0
Part_12040447,B,20130630,1604,1.15,5.71,321,0
Part_12040447,B,20130731,1924,1.03,4.45,147,1
Part_12040447,B,20130831,1264,1.15,4.18,93,1
Part_12040447,B,20130930,1420,1.03,5.23,126,0
Part_12040447,B,20131031,1501,1.15,5.23,137,0
Part_12040447,B,20131130,1705,1.15,5.23,303,0
Part_12040447,B,20131231,1578,1.15,5.38,285,0
Part_12040447,B,20140131,2046,1.15,5.23,366,0
Part_12040447,B,20140228,1318,1.15,4.45,101,1
Part_12040447,B,20140331,973,1.15,5.23,87,0
Part_12040447,B,20140430,1703,1.15,5.4,321,0
Part_12040447,B,20140531,1473,1.15,5.23,261,0
Part_12040447,B,20140630,1313,1.15,5.23,237,0
Part_12040447,B,20140731,1477,1.15,4.18,105,1
Part_12040447,B,20140831,1546,1.15,4.18,114,1
Part_12040447,B,20140930,1754,1.15,5.23,158,0
Part_12040447,B,20141031,1598,1.15,5.56,156,0
Part_12040447,B,20141130,1543,1.15,5.23,282,0
Part_12040447,B,20141231,2124,1.15,4.18,303,1
Part_12040447,B,20150131,1543,1.15,5.64,297,0
Part_12040447,B,20150228,1610,1.15,4.36,119,1
Part_12040447,B,20150331,1427,1.15,5.23,132,0
Part_12040447,B,20150430,1836,1.15,5.23,327,0
Part_11919149,C,20120131,462,0.96,5.31,63,0
Part_11919149,C,20120229,436,0.96,4.22,23,1
Part_11919149,C,20120331,480,0.96,5.07,32,0
Part_11919149,C,20120430,471,0.96,5.39,63,0
Part_11919149,C,20120531,534,1.06,5.36,72,0
Part_11919149,C,20120630,494,1.06,5.52,69,0
Part_11919149,C,20120731,421,1.06,4.11,23,1
Part_11919149,C,20120831,460,1.06,4.06,24,1
Part_11919149,C,20120930,422,1.06,5.1,27,0
Part_11919149,C,20121031,511,1.06,5.17,33,0
Part_11919149,C,20121130,464,1.06,5.07,57,0
Part_11919149,C,20121231,512,1.06,5.23,69,0
Part_11919149,C,20130131,461,0.96,5.35,60,0
Part_11919149,C,20130228,459,1.06,4.06,23,1
Part_11919149,C,20130331,449,1.06,4.23,24,1
Part_11919149,C,20130430,576,1.06,4.06,60,1
Part_11919149,C,20130531,496,1.06,5.07,60,0
Part_11919149,C,20130630,352,1.06,5.07,45,0
Part_11919149,C,20130731,552,1.06,4.06,29,1
Part_11919149,C,20130831,465,1.06,4.06,24,1
Part_11919149,C,20130930,397.9,1.06,5.33,27,0
Part_11919149,C,20131031,480,1.06,5.07,32,0
Part_11919149,C,20131130,500.9,1.06,4.28,54,1
Part_11919149,C,20131231,469,1.06,5.51,66,0
Part_11919149,C,20140131,513,1.06,5.07,66,0
Part_11919149,C,20140228,470,1.06,4.06,24,1
Part_11919149,C,20140331,468,1.06,5.07,32,0
Part_11919149,C,20140430,542,1.06,5.07,66,0
Part_11919149,C,20140531,582,0.96,5.2,72,0
Part_11919149,C,20140630,354,1.06,5.5,51,0
Part_11919149,C,20140731,468,1.06,4.06,23,1
Part_11919149,C,20140831,431,1.06,4.06,23,1
Part_11919149,C,20140930,477,1.06,5.07,32,0
Part_11919149,C,20141031,447,1.06,5.07,27,0
Part_11919149,C,20141130,529,1.06,5.07,69,0
Part_11919149,C,20141231,540,1.06,5.24,75,0
Part_11919149,C,20150131,439,1.06,5.51,60,0
Part_11919149,C,20150228,492,1.06,4.06,24,1
Part_11919149,C,20150331,409,1.06,4.1,21,1
Part_11919149,C,20150430,479,1.06,5.07,60,0
Part_12070768,B,20120131,3383,0.84,2.33,252,0
Part_12070768,B,20120229,3845,0.94,1.86,113,1
Part_12070768,B,20120331,4538,0.94,1.86,131,1
Part_12070768,B,20120430,2966,0.94,2.33,219,0
Part_12070768,B,20120531,3539,0.94,2.33,258,0
Part_12070768,B,20120630,3850,0.94,2.33,288,0
Part_12070768,B,20120731,4082,0.94,1.86,119,1
Part_12070768,B,20120831,3611,0.84,1.86,104,1
Part_12070768,B,20120930,1992,0.84,1.95,63,1
Part_12070768,B,20121031,3745,0.94,2.33,140,0
Part_12070768,B,20121130,3510,0.94,2.33,258,0
Part_12070768,B,20121231,3627,0.94,2.33,264,0
Part_12070768,B,20130131,3612,0.94,2.33,270,0
Part_12070768,B,20130228,3292,0.94,1.86,98,1
Part_12070768,B,20130331,3494,0.94,2.33,126,0
Part_12070768,B,20130430,3601,0.94,2.33,264,0
Part_12070768,B,20130531,3798,0.84,2.33,276,0
Part_12070768,B,20130630,3299,0.94,2.33,243,0
Part_12070768,B,20130731,3843,0.94,1.86,113,1
Part_12070768,B,20130831,3096,0.94,1.86,93,1
Part_12070768,B,20130930,3259,0.94,2.33,120,0
Part_12070768,B,20131031,3305,0.94,2.33,122,0
Part_12070768,B,20131130,3200,0.94,2.44,243,0
Part_12070768,B,20131231,3792,0.94,2.33,285,0
Part_12070768,B,20140131,3242,0.94,2.33,234,0
Part_12070768,B,20140228,3283,0.94,1.86,96,1
Part_12070768,B,20140331,3183,0.94,2.33,119,0
Part_12070768,B,20140430,3326,0.94,2.33,246,0
Part_12070768,B,20140531,3365,0.94,1.86,201,1
Part_12070768,B,20140630,3264,0.94,2.33,237,0
Part_12070768,B,20140731,3606,0.94,1.86,107,1
Part_12070768,B,20140831,2737,0.84,1.86,78,1
Part_12070768,B,20140930,3169,0.84,2.35,120,0
Part_12070768,B,20141031,3164,0.94,2.52,126,0
Part_12070768,B,20141130,2842,0.94,2.33,204,0
Part_12070768,B,20141231,3665,0.94,1.86,213,1
Part_12070768,B,20150131,2798,0.94,2.33,201,0
Part_12070768,B,20150228,2931,0.94,1.86,87,1
Part_12070768,B,20150331,3223,0.94,2.41,125,0
Part_12070768,B,20150430,3115,0.84,2.33,231,0
Part_11535396,A,20120131,4047,0.78,2.68,342,0
Part_11535396,A,20120229,3924,0.78,2.05,126,1
Part_11535396,A,20120331,3557,0.86,2.56,146,0
Part_11535396,A,20120430,3970,0.86,2.56,315,0
Part_11535396,A,20120531,6437,0.86,2.56,519,0
Part_11535396,A,20120630,4443,0.86,2.64,366,0
Part_11535396,A,20120731,4100,0.86,2.05,135,1
Part_11535396,A,20120831,4368,0.78,2.05,143,1
Part_11535396,A,20120930,3822,0.86,2.56,153,0
Part_11535396,A,20121031,4687,0.86,2.67,198,0
Part_11535396,A,20121130,4207,0.86,2.56,333,0
Part_11535396,A,20121231,3806,0.86,2.56,309,0
Part_11535396,A,20130131,5187,0.78,2.56,414,0
Part_11535396,A,20130228,3251,0.86,2.05,104,1
Part_11535396,A,20130331,4086,0.86,2.56,165,0
Part_11535396,A,20130430,5128,0.86,2.61,417,0
Part_11535396,A,20130531,4019,0.86,2.56,324,0
Part_11535396,A,20130630,5463,0.86,2.56,441,0
Part_11535396,A,20130731,4436,0.86,2.05,144,1
Part_11535396,A,20130831,4541,0.86,2.05,144,1
Part_11535396,A,20130930,5606,0.86,2.56,228,0
Part_11535396,A,20131031,4910,0.86,2.56,201,0
Part_11535396,A,20131130,3393,0.86,2.68,279,0
Part_11535396,A,20131231,5996,0.86,2.82,540,0
Part_11535396,A,20140131,3671,0.78,2.56,297,0
Part_11535396,A,20140228,4371,0.86,2.05,141,1
Part_11535396,A,20140331,4791,0.86,2.56,191,0
Part_11535396,A,20140430,3673,0.78,2.72,318,0
Part_11535396,A,20140531,3974,0.86,2.56,327,0
Part_11535396,A,20140630,6695,0.86,2.71,576,0
Part_11535396,A,20140731,4132,0.78,2.08,138,1
Part_11535396,A,20140831,4025,0.86,2.05,126,1
Part_11535396,A,20140930,4297,0.78,2.76,183,0
Part_11535396,A,20141031,3859,0.86,2.56,155,0
Part_11535396,A,20141130,3288,0.78,2.8,294,0
Part_11535396,A,20141231,4746,0.86,2.77,417,0
Part_11535396,A,20150131,4360,0.78,2.05,285,1
Part_11535396,A,20150228,4303,0.86,2.05,140,1
Part_11535396,A,20150331,5121,0.86,2.56,206,0
Part_11535396,A,20150430,4368,0.86,2.56,357,0
Part_11606073,B,20120131,42.9,39.21,101.11,120,0
Part_11606073,B,20120229,40.5,39.21,80.89,44,1
Part_11606073,B,20120331,56.3,39.21,101.11,77,0
Part_11606073,B,20120430,44,39.21,103.61,126,0
Part_11606073,B,20120531,54.3,39.21,101.11,144,0
Part_11606073,B,20120630,45.6,35.28,101.11,129,0
Part_11606073,B,20120731,59.7,39.21,80.89,65,1
Part_11606073,B,20120831,51.4,39.21,80.89,59,1
Part_11606073,B,20120930,36.6,39.21,101.11,50,0
Part_11606073,B,20121031,43.9,39.21,80.89,45,1
Part_11606073,B,20121130,45.3,39.21,80.89,99,1
Part_11606073,B,20121231,42.6,35.28,101.11,120,0
Part_11606073,B,20130131,38.8,39.21,101.11,105,0
Part_11606073,B,20130228,40.7,35.28,80.89,47,1
Part_11606073,B,20130331,37.7,39.21,110.65,56,0
Part_11606073,B,20130430,54.9,39.21,101.51,156,0
Part_11606073,B,20130531,56.2,39.21,101.11,150,0
Part_11606073,B,20130630,35.9,35.28,101.11,96,0
Part_11606073,B,20130731,57.2,39.21,86.42,65,1
Part_11606073,B,20130831,39.4,35.28,80.89,41,1
Part_11606073,B,20130930,40.2,39.21,107.95,60,0
Part_11606073,B,20131031,38.6,39.21,101.11,53,0
Part_11606073,B,20131130,41.9,35.28,101.11,117,0
Part_11606073,B,20131231,33.9,39.21,101.11,90,0
Part_11606073,B,20140131,40.1,35.28,107.36,111,0
Part_11606073,B,20140228,36.5,39.21,81.76,41,1
Part_11606073,B,20140331,46.2,39.21,101.11,65,0
Part_11606073,B,20140430,43.6,39.21,80.89,96,1
Part_11606073,B,20140531,40,35.28,101.94,111,0
Part_11606073,B,20140630,49.7,39.21,110.8,144,0
Part_11606073,B,20140731,46.7,39.21,88.24,56,1
Part_11606073,B,20140831,45.8,39.21,85.76,54,1
Part_11606073,B,20140930,43.6,35.28,101.11,60,0
Part_11606073,B,20141031,42.5,39.21,80.89,48,1
Part_11606073,B,20141130,38.6,39.21,101.11,102,0
Part_11606073,B,20141231,37.8,39.21,101.11,99,0
Part_11606073,B,20150131,38.7,39.21,101.11,108,0
Part_11606073,B,20150228,42,39.21,80.89,44,1
Part_11606073,B,20150331,43.4,39.21,110,62,0
Part_11606073,B,20150430,41.1,39.21,101.11,117,0
Part_11818170,A,20120131,1174,3.39,6.12,234,1
Part_11818170,A,20120229,1795,3.05,6.35,185,1
Part_11818170,A,20120331,1315,3.39,8.17,174,0
Part_11818170,A,20120430,1319,3.39,7.65,336,0
Part_11818170,A,20120531,2117,3.39,7.65,528,0
Part_11818170,A,20120630,1496,3.05,7.65,384,0
Part_11818170,A,20120731,1348,3.39,6.12,134,1
Part_11818170,A,20120831,938,3.39,6.12,95,1
Part_11818170,A,20120930,1379,3.39,7.65,171,0
Part_11818170,A,20121031,1292,3.39,7.65,159,0
Part_11818170,A,20121130,1312,3.39,7.65,324,0
Part_11818170,A,20121231,1391,3.39,7.65,360,0
Part_11818170,A,20130131,1676,3.39,8.4,465,0
Part_11818170,A,20130228,1128,3.39,6.12,114,1
Part_11818170,A,20130331,957,3.39,7.65,119,0
Part_11818170,A,20130430,1620,3.39,8.38,441,0
Part_11818170,A,20130531,1255,3.39,7.65,315,0
Part_11818170,A,20130630,1219,3.05,8.06,318,0
Part_11818170,A,20130731,1355,3.05,6.12,140,1
Part_11818170,A,20130831,1240,3.39,6.12,126,1
Part_11818170,A,20130930,1184,3.39,7.65,149,0
Part_11818170,A,20131031,1316,3.39,8.31,185,0
Part_11818170,A,20131130,1211,3.39,8.11,324,0
Part_11818170,A,20131231,1638,3.39,7.65,408,0
Part_11818170,A,20140131,1167,3.39,7.96,312,0
Part_11818170,A,20140228,1113,3.39,6.12,114,1
Part_11818170,A,20140331,1129,3.39,8.37,158,0
Part_11818170,A,20140430,1253,3.39,7.65,321,0
Part_11818170,A,20140531,833,3.39,7.65,210,0
Part_11818170,A,20140630,1476,3.39,7.65,369,0
Part_11818170,A,20140731,1297,3.39,6.12,128,1
Part_11818170,A,20140831,1095,3.05,6.12,111,1
Part_11818170,A,20140930,1102,3.39,8.04,149,0
Part_11818170,A,20141031,983,3.39,7.65,128,0
Part_11818170,A,20141130,1034,3.39,7.65,255,0
Part_11818170,A,20141231,1360,3.39,7.65,339,0
Part_11818170,A,20150131,1250,3.05,7.71,312,0
Part_11818170,A,20150228,1376,3.39,6.12,141,1
Part_11818170,A,20150331,1510,3.39,7.65,191,0
Part_11818170,A,20150430,1240,3.39,7.81,318,0
Part_12303073,C,20120131,477,1.18,5.33,87,0
Part_12303073,C,20120229,489,1.06,4.35,35,1
Part_12303073,C,20120331,479,1.18,5.33,42,0
Part_12303073,C,20120430,383,1.18,5.68,72,0
Part_12303073,C,20120531,407,1.18,4.26,57,1
Part_12303073,C,20120630,534,1.06,5.33,99,0
Part_12303073,C,20120731,485,1.18,4.26,35,1
Part_12303073,C,20120831,461,1.18,4.58,36,1
Part_12303073,C,20120930,183,1.18,5.38,17,0
Part_12303073,C,20121031,459,1.18,5.64,45,0
Part_12303073,C,20121130,404,1.18,5.65,81,0
Part_12303073,C,20121231,393,1.18,4.26,57,1
Part_12303073,C,20130131,468,1.18,5.33,84,0
Part_12303073,C,20130228,394,1.18,4.26,29,1
Part_12303073,C,20130331,364,1.18,5.33,35,0
Part_12303073,C,20130430,417,1.18,5.49,78,0
Part_12303073,C,20130531,452,1.18,5.4,84,0
Part_12303073,C,20130630,389,1.18,5.33,69,0
Part_12303073,C,20130731,446,1.18,4.26,35,1
Part_12303073,C,20130831,406,1.18,4.26,30,1
Part_12303073,C,20130930,420,1.06,5.41,41,0
Part_12303073,C,20131031,403,1.18,5.33,36,0
Part_12303073,C,20131130,393,1.18,5.33,72,0
Part_12303073,C,20131231,472,1.18,5.33,84,0
Part_12303073,C,20140131,425,1.18,5.8,84,0
Part_12303073,C,20140228,412,1.18,4.3,32,1
Part_12303073,C,20140331,430,1.18,5.72,42,0
Part_12303073,C,20140430,437,1.18,5.44,78,0
Part_12303073,C,20140531,423,1.18,5.66,84,0
Part_12303073,C,20140630,465,1.18,5.76,90,0
Part_12303073,C,20140731,447,1.18,4.26,33,1
Part_12303073,C,20140831,362,1.18,4.55,27,1
Part_12303073,C,20140930,391,1.06,5.8,38,0
Part_12303073,C,20141031,371,1.18,5.64,36,0
Part_12303073,C,20141130,379,1.18,5.5,72,0
Part_12303073,C,20141231,488,1.06,4.26,72,1
Part_12303073,C,20150131,387,1.06,5.33,69,0
Part_12303073,C,20150228,392,1.06,4.62,32,1
Part_12303073,C,20150331,441,1.18,5.33,41,0
Part_12303073,C,20150430,364,1.18,5.33,69,0
Part_12000052,B,20120131,127,22.42,54.28,162,1
Part_12000052,B,20120229,116,24.91,54.21,74,1
Part_12000052,B,20120331,85,24.91,67.76,69,0
Part_12000052,B,20120430,104,24.91,69.78,168,0
Part_12000052,B,20120531,146,24.91,67.76,231,0
Part_12000052,B,20120630,126,24.91,67.76,207,0
Part_12000052,B,20120731,78,24.91,54.21,50,1
Part_12000052,B,20120831,96,24.91,54.21,63,1
Part_12000052,B,20120930,140,22.42,67.76,113,0
Part_12000052,B,20121031,81,24.91,67.76,65,0
Part_12000052,B,20121130,111,24.91,67.85,183,0
Part_12000052,B,20121231,73,24.91,67.76,117,0
Part_12000052,B,20130131,108,24.91,67.76,180,0
Part_12000052,B,20130228,89,24.91,54.21,60,1
Part_12000052,B,20130331,86,24.91,67.76,69,0
Part_12000052,B,20130430,92,24.91,67.76,150,0
Part_12000052,B,20130531,122,24.91,67.76,204,0
Part_12000052,B,20130630,117,24.91,72.41,201,0
Part_12000052,B,20130731,94,24.91,54.21,62,1
Part_12000052,B,20130831,113,24.91,54.21,71,1
Part_12000052,B,20130930,110,22.42,67.76,89,0
Part_12000052,B,20131031,80,22.42,67.76,65,0
Part_12000052,B,20131130,96,24.91,68.97,153,0
Part_12000052,B,20131231,86,24.91,70.23,147,0
Part_12000052,B,20140131,69,24.91,58.3,93,1
Part_12000052,B,20140228,79,22.42,56.89,53,1
Part_12000052,B,20140331,91,24.91,67.76,75,0
Part_12000052,B,20140430,94,22.42,68.55,159,0
Part_12000052,B,20140531,110,24.91,67.76,174,0
Part_12000052,B,20140630,146,24.91,54.25,186,1
Part_12000052,B,20140731,72,24.91,54.21,48,1
Part_12000052,B,20140831,110,22.42,57.58,77,1
Part_12000052,B,20140930,85,24.91,67.76,71,0
Part_12000052,B,20141031,110,24.91,70.53,90,0
Part_12000052,B,20141130,83,22.42,72.7,147,0
Part_12000052,B,20141231,114,22.42,67.76,192,0
Part_12000052,B,20150131,87,24.91,67.76,144,0
Part_12000052,B,20150228,104,24.91,59.13,75,1
Part_12000052,B,20150331,102,24.91,54.21,68,1
Part_12000052,B,20150430,100,24.91,67.76,165,0
Part_11808004,C,20120131,877,0.73,3.87,114,0
Part_11808004,C,20120229,1217,0.66,3.1,60,1
Part_11808004,C,20120331,1257,0.73,3.87,83,0
Part_11808004,C,20120430,898,0.73,3.87,111,0
Part_11808004,C,20120531,1368,0.66,3.87,177,0
Part_11808004,C,20120630,1462,0.73,3.87,189,0
Part_11808004,C,20120731,1411,0.73,3.1,72,1
Part_11808004,C,20120831,722,0.73,3.1,36,1
Part_11808004,C,20120930,319,0.73,3.87,20,0
Part_11808004,C,20121031,664,0.66,3.87,42,0
Part_11808004,C,20121130,653,0.66,4.07,87,0
Part_11808004,C,20121231,653,0.73,4.03,90,0
Part_11808004,C,20130131,898,0.73,3.87,114,0
Part_11808004,C,20130228,733,0.73,3.1,38,1
Part_11808004,C,20130331,987,0.66,4,63,0
Part_11808004,C,20130430,1175,0.73,3.87,150,0
Part_11808004,C,20130531,1231,0.73,3.87,156,0
Part_11808004,C,20130630,1254,0.73,3.87,156,0
Part_11808004,C,20130731,1292,0.73,3.1,68,1
Part_11808004,C,20130831,772,0.73,3.1,38,1
Part_11808004,C,20130930,760,0.73,4.03,53,0
Part_11808004,C,20131031,681,0.66,3.87,44,0
Part_11808004,C,20131130,631,0.73,3.1,63,1
Part_11808004,C,20131231,636,0.73,3.9,81,0
Part_11808004,C,20140131,863,0.73,3.87,111,0
Part_11808004,C,20140228,770,0.66,3.1,39,1
Part_11808004,C,20140331,924,0.73,3.87,59,0
Part_11808004,C,20140430,1033,0.73,3.87,132,0
Part_11808004,C,20140531,1162,0.66,3.87,150,0
Part_11808004,C,20140630,1231,0.73,4,159,0
Part_11808004,C,20140731,1190,0.73,3.1,62,1
Part_11808004,C,20140831,702,0.73,3.18,36,1
Part_11808004,C,20140930,648,0.73,3.87,42,0
Part_11808004,C,20141031,596,0.73,3.1,29,1
Part_11808004,C,20141130,606,0.73,3.87,75,0
Part_11808004,C,20141231,807,0.73,3.87,102,0
Part_11808004,C,20150131,826,0.73,3.87,105,0
Part_11808004,C,20150228,814,0.73,3.4,47,1
Part_11808004,C,20150331,897,0.73,3.87,59,0
Part_11808004,C,20150430,1151,0.73,4.11,156,0
Part_11858519,A,20120131,108,19.8,89,309,0
Part_11858519,A,20120229,89,19.8,74.58,104,1
Part_11858519,A,20120331,81,19.8,89,116,0
Part_11858519,A,20120430,82,22,92.17,234,0
Part_11858519,A,20120531,191,22,97.72,591,0
Part_11858519,A,20120630,90,22,89,249,0
Part_11858519,A,20120731,90,22,71.2,102,1
Part_11858519,A,20120831,47,22,71.2,54,1
Part_11858519,A,20120930,63,22,96.29,93,0
Part_11858519,A,20121031,116,19.8,74.5,138,1
Part_11858519,A,20121130,84,22,94.37,246,0
Part_11858519,A,20121231,121,22,89,345,0
Part_11858519,A,20130131,71,19.8,89,198,0
Part_11858519,A,20130228,62,22,72.19,68,1
Part_11858519,A,20130331,54,22,89,77,0
Part_11858519,A,20130430,103,19.8,89,282,0
